title,location,distance,description,verdict,rating,experience
Riad Andalla Spa,"Médina, Marrakech","1,8 km du centre","Idéalement situé dans le centre de Marrakech, le Riad Andalla Spa propose des chambres climatisées, un restaurant, une connexion Wi-Fi gratuite et un bar. ",Exceptionnel ,"9,6",95 expériences vécues
Riad Touareg,Marrakech,"1,7 km du centre","Situé à Marrakech, à moins de 1 km du palais de la Bahia, le Riad Touareg propose des hébergements climatisés et une terrasse. ",Fabuleux  ,"9,2",4 expériences vécues
Riad Losra,"Médina, Marrakech","1,3 km du centre",Établissement Voyage Durable,Exceptionnel ,"9,5",314 expériences vécues
Riad D'ari,"Médina, Marrakech","0,6 km du centre",Le Riad Dari présente une décoration moderne associée à une architecture marocaine traditionnelle. ,Fabuleux  ,"9,2",206 expériences vécues
Riad Wardate Rita,"Médina, Marrakech","0,6 km du centre","À 15 minutes à pied de la place Jamaâ El Fna, le Riad Rita propose un patio agrémenté d'un coin salon, d'une fontaine et d'une piscine. ",Très bien ,"8,0",213 expériences vécues
Riad Dar Ayur,"Médina, Marrakech",1 km du centre,"Situé à Marrakech, le Riad Dar Ayur propose des chambres climatisées, un restaurant, une connexion Wi-Fi gratuite et un salon commun. ",Fabuleux  ,"9,4",33 expériences vécues
Riad Amegrad,"Médina, Marrakech","1,7 km du centre","Situé à Marrakech, à moins de 1 km du palais de la Bahia et à 10 minutes à pied du musée Boucharouite, Le Riad Amegrad propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation, un...",Exceptionnel ,"9,6",58 expériences vécues
Villa Kesh Evasion Marrakech,Marrakech,"19,9 km du centre",Établissement Voyage Durable,Très bien ,"8,5",113 expériences vécues
Riad Shaden,"Médina, Marrakech","2,2 km du centre","Équivalent à un hôtel 4 étoiles, le Riad Shaden est situé à l'est de la médina. ",Fabuleux  ,"9,2",31 expériences vécues
Riad ZANOUBA,Marrakech,"2,3 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,3",90 expériences vécues
Longue vie Hotels,"L’Hivernage, Marrakech","1,6 km du centre","Situé à Marrakech, à moins de 200 mètres de la gare et à 2,4 km du jardin Majorelle, le Longue vie Hotels propose des hébergements avec une terrasse et un parking privé gratuit. ",Superbe ,"8,9",461 expériences vécues
Riad Hadda,"Médina, Marrakech","2,3 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,1",103 expériences vécues
AiM HOUSE,"Guéliz, Marrakech","1,9 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,3",161 expériences vécues
Préstigia Agate 258,Marrakech,"3,6 km du centre","Offrant une vue sur la piscine, le Préstigia Agate 258 propose un hébergement avec une piscine extérieure et un balcon, à environ 3,4 km des jardins de la Ménara. ",Note ,"6,7",3 expériences vécues
Studio meublé proche du centre ville,"Guéliz, Marrakech","1,8 km du centre",Établissement Voyage Durable,Bien  ,"7,6",31 expériences vécues
Riad Matham,"Médina, Marrakech","1,5 km du centre",Établissement Voyage Durable,Exceptionnel ,"9,5",289 expériences vécues
Riad Bianca,"Médina, Marrakech","1,1 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,4",123 expériences vécues
Dar Raha,"Médina, Marrakech","1,5 km du centre","Situé à Marrakech, à moins de 1,2 km du palais de la Bahia, le Dar Raha propose un service d'enregistrement et de départ rapides, des chambres, un salon commun, une connexion Wi-Fi gratuite dans...",Fabuleux  ,"9,0",92 expériences vécues
Riad Luzia,"Kasbah, Marrakech","1,6 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,1",98 expériences vécues
Riad Villa Wengé & Spa,"Médina, Marrakech","1,4 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,3",469 expériences vécues
Riad Passali,Marrakech,"2,1 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,2",131 expériences vécues
Riad Dar-K,"Médina, Marrakech","1,4 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,2",176 expériences vécues
Riad Glamour,Marrakech,1 km du centre,"Situé à Marrakech, à moins de 1,3 km de la place Jemaa el-Fna et à 1 km de la mosquée Koutoubia, le Riad Glamour propose un hébergement avec une terrasse. ",Fabuleux  ,"9,3",246 expériences vécues
Bright whole apartment 500 meters from the center,"L’Hivernage, Marrakech","2,3 km du centre","Situé à Marrakech, à 600 mètres de la gare et à 2,9 km des jardins de la Ménara, le Bright whole apartment 500 metres from the center propose une connexion Wi-Fi gratuite et la climatisation. ",Superbe ,"8,6",32 expériences vécues
Cesar Resort & Spa,"L'Agdal, Marrakech","4,6 km du centre",Établissement Voyage Durable,Très bien ,"8,5",918 expériences vécues
Riad Dar Mamouni,"Médina, Marrakech","0,8 km du centre",Établissement Voyage Durable,Superbe ,"8,9",131 expériences vécues
Hotel Cecil,"Médina, Marrakech","1,2 km du centre","Doté d'une connexion Wi-Fi gratuite, l'Hotel Cecil vous accueille à Marrakech. Toutes les chambres disposent de la climatisation et d'une télévision par satellite. ",Bien  ,"7,9",597 expériences vécues
Riad Glamour,Marrakech,1 km du centre,"Situé à Marrakech, à moins de 1,3 km de la place Jemaa el-Fna et à 1 km de la mosquée Koutoubia, le Riad Glamour propose un hébergement avec une terrasse. ",Fabuleux  ,"9,3",246 expériences vécues
Bright whole apartment 500 meters from the center,"L’Hivernage, Marrakech","2,3 km du centre","Situé à Marrakech, à 600 mètres de la gare et à 2,9 km des jardins de la Ménara, le Bright whole apartment 500 metres from the center propose une connexion Wi-Fi gratuite et la climatisation. ",Superbe ,"8,6",32 expériences vécues
Cesar Resort & Spa,"L'Agdal, Marrakech","4,6 km du centre",Établissement Voyage Durable,Très bien ,"8,5",918 expériences vécues
Riad Dar Mamouni,"Médina, Marrakech","0,8 km du centre",Établissement Voyage Durable,Superbe ,"8,9",131 expériences vécues
Hotel Cecil,"Médina, Marrakech","1,2 km du centre","Doté d'une connexion Wi-Fi gratuite, l'Hotel Cecil vous accueille à Marrakech. Toutes les chambres disposent de la climatisation et d'une télévision par satellite. ",Bien  ,"7,9",597 expériences vécues
Riad Talaa12,"Médina, Marrakech","1,4 km du centre",Établissement Voyage Durable,Exceptionnel ,"9,5",65 expériences vécues
Palais d'hôtes Darsor,Marrakech,200 m du centre,"Doté d'une terrasse et d'un barbecue, le Palais d'hôtes Darsor propose des hébergements à Marrakech, dans la région de Marrakech-Safi, à 800 mètres du stade. ",Superbe ,"8,8",470 expériences vécues
Riad KAMAL,"Médina, Marrakech","1,6 km du centre",Établissement Voyage Durable,Superbe ,"8,8",46 expériences vécues
Riad Nouhal,"Kasbah, Marrakech","1,9 km du centre","Idéalement situé dans le quartier de la Kasbah à Marrakech, le Riad Nouhal se trouve à 1,5 km du palais de la Bahia, à 1,5 km de la place Jemaa el-Fna et à 1,4 km de la mosquée Koutoubia. ",Très bien ,"8,1",37 expériences vécues
Barceló Palmeraie,"La Palmeraie, Marrakech","7,3 km du centre",Établissement Voyage Durable,Bien  ,"7,7",1 451 expériences vécues
Riad ILayka,"Médina, Marrakech","1,1 km du centre",Établissement Voyage Durable,Exceptionnel ,"9,5",108 expériences vécues
ksiba Only Family Apartment 2CH -CLimatisé-,Marrakech,2 km du centre,"Situé à Marrakech, à 2,4 km de la place Jemaa el-Fna et à 2,6 km du palais de la Bahia, Le ksiba Only Family Apartment 2CH -CLimatisé- propose un hébergement avec une connexion Wi-Fi gratuite et une...",Fabuleux  ,"9,2",31 expériences vécues
Le Domaine Du Golf,Marrakech,"6,5 km du centre","Doté d'une vue sur les montagnes et d'une terrasse, Le Domaine Du Golf est situé au sein du parcours de golf d'Amelkis, à environ 6 km du minaret de la Koutoubia de Marrakech et à 5 km du palais de la...",Fabuleux  ,"9,1",11 expériences vécues
Riad Elite,"Kasbah, Marrakech","2,1 km du centre","Situé à Marrakech, à 1,7 km du palais de la Bahia, le Riad Elite propose des chambres climatisées et un salon commun. Il propose des chambres familiales et une terrasse. ",Très bien ,"8,2",206 expériences vécues
Selman Marrakech,Marrakech,"6,5 km du centre","Situé à 10 minutes de route du centre de Marrakech, le Selman Marrakech est un hôtel 5 étoiles doté d'une écurie de purs-sangs arabes, de 3 piscines extérieures et d'un spa proposant des soins de...",Fabuleux  ,"9,4",180 expériences vécues
App guéliz,"Guéliz, Marrakech","1,5 km du centre","Doté d'un jacuzzi, l'App guéliz est situé à Marrakech. Doté d'un parking privé gratuit, l'établissement se trouve à moins de 1 km de la gare de Marrakech et à 2,2 km du jardin Majorelle. ",Fabuleux  ,"9,0",2 expériences vécues
Riad Altair,"Médina, Marrakech",500 m du centre,Établissement Voyage Durable,Fabuleux  ,"9,2",22 expériences vécues
Hostel Dar Essassi 23,"Médina, Marrakech",2 km du centre,"Doté d'un bar, d'un salon commun et d'une terrasse, l'Hostel Dar Essassi 23 est situé dans le centre de Marrakech, à 200 mètres du palais de la Bahia. ",Très bien ,"8,0",16 expériences vécues
Dar Zemrane,"Médina, Marrakech","0,7 km du centre",Établissement Voyage Durable,Superbe ,"8,8",16 expériences vécues
Riad Jnan El Cadi,"Médina, Marrakech","1,5 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,4",477 expériences vécues
Hotel & Spa Dar Baraka & Karam,"Médina, Marrakech","0,8 km du centre",Établissement Voyage Durable,Superbe ,"8,9",366 expériences vécues
Riad Konouz,"Médina, Marrakech",1 km du centre,"Situé à Marrakech, à moins de 1 km du musée de Mouassine et à 12 minutes à pied du musée Orientaliste de Marrakech, le Riad Konouz propose un restaurant, un salon commun et des hébergements climatisés...",Fabuleux  ,"9,4",305 expériences vécues
Tigmiza Boutique Hotel & Spa,"La Palmeraie, Marrakech","7,3 km du centre","Offrant une vue sur les montagnes de l'Atlas, le Tigmiza Suites & Pavillons est installé à 15 minutes de route de la médina de Marrakech et de la place Jemaa el-Fna. ",Fabuleux  ,"9,0",815 expériences vécues
Palm Plaza Hôtel & Spa,"L'Agdal, Marrakech","3,9 km du centre","Le luxueux complexe hôtelier Palm Plaza Hôtel & Spa est situé dans le nouveau quartier résidentiel d'Agdal, à Marrakech. Il comporte une connexion Wi-Fi gratuite. ",Très bien ,"8,1",2 533 expériences vécues
Riad Dar Kasal,"Médina, Marrakech","0,7 km du centre","Situé à Marrakech, à 1,7 km du jardin Majorelle et à 1,1 km du centre, le Riad Dar Kasal propose un hébergement climatisé avec connexion Wi-Fi gratuite et terrasse. ",Fabuleux  ,"9,2",36 expériences vécues
Riad Dar Nadwa,"Médina, Marrakech","1,4 km du centre","Le Riad Dar Nadwa est situé à moins de 10 minutes à pied de la médersa Ben Youssef, du musée de Marrakech et de l'entrée du souk. ",Exceptionnel ,"9,6",134 expériences vécues
Riad Kaiss By Anika,"Médina, Marrakech","1,6 km du centre","Doté d'un toit-terrasse, d'une piscine et d'un hammam, le Riad Kaiss By Anika est situé dans la médina de Marrakech, à 5 minutes à pied de la place Jemaâ el Fna et du palais de la Bahia. ",Exceptionnel ,"9,6",87 expériences vécues
Riad Loudaya & Spa,"Kasbah, Marrakech","2,1 km du centre",Établissement Voyage Durable,Exceptionnel ,"9,5",124 expériences vécues
Riad Mehdia,"Médina, Marrakech","1,6 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,4",90 expériences vécues
Lovely 2-bedroom appartement,Marrakech,"2,8 km du centre","Le Lovely 2-bedroom appartement est situé à Marrakech, à 4,1 km du jardin Majorelle, à 4,4 km du musée Yves Saint Laurent et à 4,9 km du musée Mouassine. ",Superbe ,"8,9",9 expériences vécues
Riad Chalymar,"Médina, Marrakech","1,4 km du centre",Établissement Voyage Durable,Très bien ,"8,4",170 expériences vécues
Riad UP,"Médina, Marrakech","1,6 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,4",119 expériences vécues
Riad Dar Zaman,"Médina, Marrakech","1,2 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,3",85 expériences vécues
Riad Dar Selen,"Médina, Marrakech","2,5 km du centre","Situé à Marrakech, le Riad Dar Selen se trouve à proximité des remparts de la médina. Il dispose d'un bain à remous et d'une terrasse avec vue sur la palmeraie. ",Fabuleux  ,"9,2",24 expériences vécues
Riad Aloes,"Médina, Marrakech","0,9 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,2",153 expériences vécues
Riad Morocco Sky,"Médina, Marrakech","1,3 km du centre",Établissement Voyage Durable,Très bien ,"8,1",67 expériences vécues
Appartement au cœur de Gueliz,"Guéliz, Marrakech",1 km du centre,"L'Appartement au cœur de Gueliz est situé dans le quartier Gueliz de Marrakech, à 800 mètres du jardin Majorelle, à moins de 1 km du musée Yves Saint Laurent et à 1,8 km du Jardin Secret. ",,,
Riad Les Hibiscus,"Médina, Marrakech","1,4 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,2",65 expériences vécues
Maison Du Tresor,"Médina, Marrakech","1,5 km du centre","Bénéficiant d'une piscine extérieure, d'un salon commun et d'une vue sur la piscine, la Maison Du Tresor est située à Marrakech, à 500 mètres de la place Jemaa el-Fna. ",Fabuleux  ,"9,4",121 expériences vécues
Al Fassia Aguedal,"L'Agdal, Marrakech","4,5 km du centre","Situé à Marrakech, le restaurant à la carte Al Fassia, à la renommée internationale, vient d'ouvrir un hôtel de luxe du même nom, à proximité des jardins de l'Agdal. ",Exceptionnel ,"9,5",135 expériences vécues
Riad Caesar,"Médina, Marrakech","1,5 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,3",42 expériences vécues
Riad KARYMA BEL byMapiso,"Médina, Marrakech","0,7 km du centre",Établissement Voyage Durable,,,
Riad AL RIAD,"Médina, Marrakech","1,1 km du centre",Établissement Voyage Durable,Exceptionnel ,"9,7",209 expériences vécues
Riad Aquarelle By GE Promotion Immobiliere,"Médina, Marrakech","1,1 km du centre","Situé à Marrakech, le Riad Aquarelle By GE Promotion Immobiliere propose un restaurant et il se trouve à 10 minutes à pied de la place Djemaa El Fna. Il est équipé d'une connexion Wi-Fi gratuite. ",Très bien ,"8,2",15 expériences vécues
Maison hôte Jnan Lotf Marrakech,Marrakech,"12,6 km du centre",Établissement Voyage Durable,Très bien ,"8,5",35 expériences vécues
Riad Des Arts,"Médina, Marrakech","1,4 km du centre","Situé dans l'un des plus vieux quartiers de la médina, près de la célèbre place Jemaa el-Fna, le Riad Des Arts est un lieu magique alliant élégance et confort. ",Fabuleux  ,"9,0",134 expériences vécues
Les Deux Tours,"La Palmeraie, Marrakech","6,5 km du centre",Établissement Voyage Durable,Fabuleux  ,"9,2",424 expériences vécues
Riad Jul Seghir,"Médina, Marrakech","0,7 km du centre","Idéalement situé à Marrakech, le Riad Jul Seghir propose des chambres climatisées, un restaurant, une connexion Wi-Fi gratuite et une terrasse. ",Fabuleux  ,"9,1",15 expériences vécues
Riad Medina,Marrakech,"0,6 km du centre","Situé à Marrakech, au cœur de la médina, le Riad Medina dispose d'une terrasse et d’un balcon.  Le jardin Majorelle se trouve à 1,2 km, tandis que le centre commercial Marrakech Plaza est à 1,4 km. ",Exceptionnel ,"9,6",46 expériences vécues
Riad Alaoui 134 with swimming pool and free parking,Marrakech,"2,3 km du centre","Doté d'une piscine et d'un parking gratuit, le Riad Alaoui 134 est situé à Marrakech, à 1,6 km du musée orientaliste, à 1,9 km du musée Boucharouite et à 1,8 km du Jardin Secret. ",Note ,"6,5",13 expériences vécues
